6.0596214,2.0574981171681015e-5,1.8440244541035284e-6,0.09494074914606941,13.732343382257316,7.8254638,0.0001453452440656502,8.039771176938189e-5,0.09588579850632536,13.700986080005444
5.6704951,5.844256199764705e-7,1.9628161455209463e-7,0.09359719307459835,13.798303692697868,9.2568365,9.400471692871977e-8,8.537139473540873e-5,0.0915996380124982,13.792514143531218
5.995691601,9.563954462654853e-5,1.8026562955317934e-7,0.11191391147685896,13.534995163439168,8.6662092,6.2773273456855576e-6,3.0199805767137295e-5,0.07876684788904138,13.864314839190488
6.1508061,7.541883096429142e-5,1.7397652771262153e-7,0.09270407870599133,13.589859436914695,9.2347972,7.294704253372662e-6,5.7220457327925825e-5,0.08045977381496731,13.84743868440711
6.1011094,1.9925091763997599e-7,7.484372632029913e-7,0.09928257457856057,13.602832810497386,8.214848,4.064040190564975e-5,4.049248503539155e-5,0.08506224295076979,13.781095857204779
5.7212825,6.836629835850172e-7,2.1772120128916695e-6,0.09790933982651052,13.840830060194238,8.254746601,9.45789339365439e-5,7.862734881112279e-5,0.09039302072854757,13.758858897385169
6.0301379,1.525748466271999e-5,1.1855780952922136e-6,0.09666777548192733,13.299175575733772,9.078440201,2.241516650623371e-6,5.574211031116015e-5,0.08506224295076979,13.786278139317034
6.0811553,2.8973930018556577e-5,5.5009336322482186e-8,0.10409072005967014,13.601241134562848,9.4202291,4.983084768977179e-6,7.197738899745627e-5,0.07709192196311546,13.8117368161786
6.4616506,1.3633830552220687e-5,8.879828473050253e-7,0.09272421733930644,13.653505019003294,8.979483101,5.914582431765429e-7,6.069707684482441e-5,0.08332131702484387,13.832316387274533
6.644076,2.033270296940591e-6,1.1650524434039682e-7,0.09229103924635443,13.890110473228859,8.5191439,0.00012155388925954668,3.991474360655757e-5,0.07434037875323891,13.857630230253061
5.9003893,4.201855526205434e-5,1.1609024030557795e-7,0.10848287624533322,13.64317950925895,8.191441099,1.3439665097434351e-5,4.3885070969497224e-5,0.08159839109891794,13.84160224539064
5.6690086,4.0476099663219446e-5,1.979468107611014e-6,0.09176291713816208,13.59422942790244,8.4800888,2.6015651976997717e-5,7.373887159422703e-5,0.08623286023472042,13.784210802138631
5.925053801,0.0002080951539618258,1.8839873916754753e-6,0.08268229398022457,13.581932568472896,8.6485654,1.4886279639103424e-5,9.607225046996833e-5,0.09039302072854757,13.800916954163652
6.061318399,6.450696325113912e-8,5.31458803916966e-7,0.1010730466704745,13.588668335420667,8.931945699,2.1461595362505444e-5,4.6489646388677014e-5,0.08159839109891794,13.820645178705393
6.0562023,3.2215184906874614e-7,7.228530337579882e-7,0.09981064362188093,13.330253101909301,7.9780583,1.1306872987927717e-5,0.00010623839678961296,0.08045977381496731,13.828676896070808
6.2012631,0.0001232978683518742,3.3727191414198565e-7,0.1095424604872448,13.4127459127665,8.7605491,8.007636080493582e-5,3.851845391332801e-5,0.09342456393842413,13.80416257963122
6.102404201,0.00027199366716140647,5.646121377239296e-6,0.12509521449952146,13.542561755446163,9.0697927,4.575391510788032e-5,3.8051744830157714e-5,0.08274500838286855,13.834757555603266
6.3096424,0.00013468199673269553,9.897152128812357e-7,0.08650161867901769,13.853648545417245,9.034853,2.263948147548335e-5,6.206793107878672e-5,0.08979271208657227,13.846119561455286
6.3442155,1.2817892651151824e-6,2.6615254039999947e-10,0.0976846653344392,13.627619170082333,12.147553201,1.9722207503164541e-7,9.825194134383596e-5,0.08217069974089325,13.608506563862353
10.8292677,6.751043596377305e-6,1.5475568174813147e-7,0.10173072808228574,13.589093723868556,9.4031604,3.0253363925954764e-6,3.822017787267291e-5,0.08447993430879448,13.8690465473138
